Date,Timestamp,SPT Score,TVL,Fees,Volume
2025-10-13,1760313600,0.8191274834176323,6382454292,11438311,7024827437
2025-10-14,1760400000,0.8346422549440915,6484672858,11036994,7452346744
2025-10-15,1760486400,0.8018139680342663,6376916041,10580931,6865149011
2025-10-16,1760572800,0.7369794695036775,6248886028,9182952,6217388907
2025-10-17,1760659200,0.6174969820252436,5723757013,8416950,6079687917
2025-10-18,1760745600,0.6047789842054068,5613816936,10494090,5199510816
2025-10-19,1760832000,0.6656163636911073,5682130176,11749705,5926388791
2025-10-20,1760918400,0.5951549781280371,5776824250,9000497,5020642578
2025-10-21,1761004800,0.6466790828983575,5827307031,9291224,5800525949
2025-10-22,1761091200,0.34851664878569427,5672936237,2326785,4307455888
2025-10-23,1761177600,0.33560598321106183,5594220122,2326785,4307455888
2025-10-23,1761200891,0.3748385062625277,5816749043,2326785,4307455888
